Temperature,Humidity,Pressure,Altitude,Time,Rain
57.50100786684735,4.172269140064233,994.528325694283,2771.3543301400896,0:26,0
65.98589206410509,79.67195931321218,999.7758785122156,-59.06620353467893,7:27,1
75.8876904087144,33.95747797484473,1014.9331506182156,1716.3704559086843,2:19,1
99.25166284674998,1.143545916632405,903.6009329740824,4145.809506726657,21:0,1
44.26361245489999,91.3045882396228,945.2370767712712,284.23381176565084,5:19,1
2.632523778272411,55.6685762975313,926.0522550457016,176.29850373058315,9:50,0
16.41291831643592,46.0359720296456,1002.037606927752,4635.085093734622,3:37,1
0.1470510540754532,42.46025768150992,903.4705221024686,3584.6148463748746,23:32,1
49.98836011308988,7.738939513150722,1008.7886702082792,2632.5144181001283,3:24,1
39.748146652411286,17.89936544702342,947.3084368607836,3356.450640713111,2:31,1
56.94736310353111,74.30981918207743,1095.6186563952529,3966.5135909429337,18:38,0
44.89440745013409,16.13039811518947,972.5624488449628,1312.0480470703485,11:27,0
76.21481087925692,13.11159994127352,1008.1221394873526,4073.524521182088,20:15,0
69.18437504373607,14.934460659694448,1012.222341603669,4615.505206195034,10:50,1
